CaseID,weight,WORK_1,WORK_2,WORK_3,WORK_4,EMPLOYED,FULLPART,SELFEMPLOYED,OCCUPATION_col,INDUSTRY_col,TEACHSTEM,WORKTYPE_FINAL,SCH2a,SCH2b,SCH3a,SCH3b,SCH3c,SCH3d,SCH4,SCH5a,SCH5b,SCH5c,SCH6a,SCH6b,SCH6c,SCH6d,SCH6e,SCH6f,SCH6g,SCH6h,SCH7,SCH8a,SCH8b,SCH9a,SCH9b,SCH10_flag,SCH10A_1,SCH10A_2,SCH10A_3,SCH10A_4,SCH10A_5,SCH10A_6,SCH10A_Refused,SCH10B_1,SCH10B_2,SCH10B_3,SCH10B_4,SCH10B_5,SCH10B_6,SCH10B_Refused,JOBVALU1_1,JOBVALU1_2,JOBVALU1_3,JOBVALU1_4,JOBVALU1_5,JOBVALU1_6,JOBVALU1_7,JOBVALU1_8,JOBVALU1_Refused,JOBVALU2,AHEADa,AHEADb,AHEADc,AHEADd,AHEADe,AHEADf,AHEADg,TALENT,PROVE,RESPECTA,RESPECTB,FAMSTEM1,FAMSTEM2_1,FAMSTEM2_2,FAMSTEM2_Refused,INTEREST1,STEMJOBa,STEMJOBb,STEMJOBc,STEMJOBd,STEMJOBe,STEMJOBf,STEMJOBg,STEMJOBh,DOV_FORM,REASON1a,REASON1b,REASON1c,REASON1d,REASON1e,REASON1f,REASON1g,REASON2a,REASON2b,REASON2c,REASON2d,REASON2e,REASON2f,REASON2g,TECH1,TECH2,TECH3,TECH4,TECH5,TECH6,GEND1,GEND2,GEND3,GEND4,GEND5,GEND6_a,GEND6_b,GEND6_c,GEND6_d,GEND6_Refused,ETHN1,ETHN2a,ETHN2b,ETHN2c,ETHN2d,ETHN3a,ETHN3b,ETHN3c,ETHN3d,ETHN4,ETHN5,ETHN6_a,ETHN6_b,ETHN6_c,ETHN6_d,ETHN6_Refused,GENDJOB1,ETHNJOB1,GENDDISC_a,GENDDISC_b,GENDDISC_c,GENDDISC_d,GENDDISC_e,GENDDISC_f,GENDDISC_g,GENDDISC_h,GENDDISC_i,GENDDISC_Refused,ETHNDISC_a,ETHNDISC_b,ETHNDISC_c,ETHNDISC_d,ETHNDISC_e,ETHNDISC_f,ETHNDISC_g,ETHNDISC_h,ETHNDISC_i,ETHNDISC_Refused,HARASS1,HARASS2,HARASS3,VOTECH,RELATE1,RELATE2,SCICOUR1,MATHCOUR1,FIRSTCOLL,PARTY,PARTYLN,IDEO,PUBLIC,XSPANISH,Xparent,PPCM1301_col,PPCM0166,ppagecat,ppagect4,PPETHM,PPGENDER,PPHHHEAD,HH_INCOME_col,PPMARIT,PPMSACAT,PPREG4,SCH1_OE1_col,SCH1_OE2_col,SCH1_OE3_col,SCH7_OE1_col,INTEREST2_OE,INTEREST3_OE1_col,INTEREST3_OE2_col,INTEREST3_OE3_col,ETHNJOB2_OE1_col,ETHNJOB2_OE2_col,GENDJOB2_OE1_col,GENDJOB2_OE2_col,GENDJOB2_OE3_col,DEGREE1_computer,DEGREE1_math,DEGREE1_life,DEGREE1_physical,DEGREE1_engineering,DEGREE1_health,DEGREE1_otherstem,DEGREE1_othernonstem,DEGREE2_computer,DEGREE2_math,DEGREE2_life,DEGREE2_physical,DEGREE2_engineering,DEGREE2_health,DEGREE2_otherstem,DEGREE2_othernonstem,STEM_DEGREE,SCICOUR2_t,MATHCOUR2_t,PPT017_t,PPT18OV_t,PPHHSIZE_t,EDUC4CAT,RACE_col,RECONA_col,RECONB_col,RECONC_col
4909,0.1193,1,2,2,2,1,1,2,3,12,8,1,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,1,2,9,1,1,2,2,1,0,1,0,1,0,0,0, , , , , , , ,1,1,0,0,0,0,0,0,0,2,3,3,1,1,3,1,1,2,2,1,1,1,0,1,0, ,1,1,1,3,1,3,3,3,1,2,3,2,3,2,2,1,1,2,2,3,2,2,1,3,3,3,3,3,2,1,1,2,1,5, , , , , ,1,2,3,3,2,2,2,2,2,1,4, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,2,3,1,2,3,1,2, ,1,2,2,7,5,3,1,1,1,5,1,1,1,104, , , , , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , , ,1, ,98,0,3,3,3,1,1, , 
4910,0.3732,1,2,2,2,1,1,2,1,10,8,2,1,2,1,1,1,1,3,3,3,3,2,3,2,1,2,1,1,2,3,1,2,1,2,1,0,0,0,1,0,0,0, , , , , , , ,1,1,0,1,0,0,1,0,0,2,1,3,2,3,3,1,3,2,4,1,3,2, , , , ,1,1,2,1,3,1,1,1,1,1,3,2,1,3,1,2,1,3,2,1,3,1,3,2,3,1,3,3,1,3,1,1,3,1,1,0,1,0,0,2,1,2,2,2,2,2,2,2,3,1,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2, , , , , ,2, ,3,1,1,1,2,7,3,2,1,1,1,4,1,1,2,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,4,1,1, , , 
4911,1.2838,1,2,2,2,1,1,2,19,7,8,2,1,2,2,3,2,3,4,3,3,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,0,0,0,1,0,0,0, , , , , , , ,0,1,1,0,0,0,1,0,0,3,3,3,2,1,3,3,2,3,3,2,2,2, , , ,3,1,1,2,1,1,1,1,1,2,3,3,3,3,3,3,1,1,3,2,1,2,2,2,3,3,3,3,3,3,1,1,1,3,5, , , , , ,3,1,2,2,1,2,9,2,2,3,2,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2, , , , , ,1, ,2,1,1,1,2,6,4,3,1,1,1,3,1,1,3,102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,4,1,1, , , 
4912,0.1134,1,2,2,2,1,1,2,4,12,8,1,2,2,3,2,2,3,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,0,0,0, , , , , , , ,0,1,0,1,1,1,1,0,0,4,3,1,3,1,3,1,3,1,3,1,1,1,1,1,0, ,3,2,3,1,1,1,1,3,2,2,1,2,2,2,2,3,1,2,2,2,2,3,1,2,3,2,2,3,2,3,1,1,3,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,1,1,2,1, ,3, ,1,2,1,5,5,3,1,1,1,5,1,1,4,113, , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,15,5,0,3,3,4,1, ,1, 
4913,1.5311,1,2,2,2,1,1,2,22,12,8,2,2,2,3,3,3,3,3,3,3,3,2,2,1,1,2,1,1,2,1,1,2,2,1,1,0,0,0,0,0,1,0, , , , , , , ,0,0,0,0,0,0,1,0,0,7,1,1,1,1,3,1,1,2,1,2,2,1,0,1,0,4,3,3,2,1,3,3,1,3,1,1,1,3,2,1,2,1,1,1,3,1,2,3,3,2,1,1,2,3,1,1,1,3,3,2,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,9, , , , , ,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1, , ,2,2,2,2, ,4,2,2,1,2,2,2,1,4,2,0,1,5,1,4,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,5,2,1, , , 
4914,0.161,1,2,2,2,1,1,2,4,7,8,1,1,2,2,3,2,4,3,4,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,0, , , , , , , ,0,1,1,0,1,0,1,0,0,3,1,3,2,2,2,3,2,4,2,2,3,2, , , , ,1,2,2,1,3,3,1,1,2,2,2,3,1,3,2,1,3,2,3,3,3,1,3,2,1,2,3,3,3,3,2,1,3,4, , , , , ,3,1,1,1,1,1,1,1,1,1,5, , , , , ,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,1,1, ,1,1,1,1,2,7,3,2,1,1,1,5,1,1,3,300, , , , , , , , , , , , ,0,0,0,0,1,0,0,1, , , , , , , , ,1,6,6,1,2,3,3,1, ,2, 
4915,0.7393,2,1,2,2,1,2,2,6,19,8,2,2,2,1,2,1,2,4,4,4,4,3,1,1,1,2,1,3,3,1,2,1,2,2,1, , , , , , , ,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,4,2,3,3,3,3,3,3,4,4,1,1,2, , , ,4,1,3,3,3,3,2,3,1,1,1,1,1,2,2,3,3,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,3,2,2, , ,2,1,1,1, ,2, ,1,2,3,2,5,4,1,2,1,3,5,1,4,107, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98,0,2,2,2,1, , , 
4916,0.6208,2,1,2,2,1,2,2,10,16,8,2,1,1,3,2,2,3,3,2,2,2,2,2,3,1,2,1,3,1,1,2,2,1,1,1, , , , , , , ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,2,1,3,1,3,2,1,1,1,1,0,1,0,3,1,3,3,3,3,3,3,3,1,1,3,1,1,1,3,2,1,3,1,1,2,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,0,0,2,1,1,1,1,1,2,2,2,2,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,3,1,2,2,1,1,1,1,1,2, ,5, ,1,2,3,5,6,4,4,1,1,5,1,1,4,300, , , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,98,98,0,5,5,4,1, , , 
4917,1.4261,1,2,2,2,1,1,2,8,15,2,2,1,2,2,1,2,1,2,2,3,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,0,0,0,1,0,0,0, , , , , , , ,0,1,1,1,1,1,1,0,0,4,1,3,3,1,2,1,3,2,2,2,2,2, , , ,4,1,1,2,3,3,3,1,1,1,2,3,2,3,2,2,1,1,2,1,3,2,3,2,2,1,2,2,3,2,2,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1, , ,1,1,1,3,1,2,1,1,1,1,5,3,2,1,2,1,3,1,1,2,113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,4,5,2,1, , , 
4918,1.1489,1,2,2,2,1,1,2,24,11,8,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0, , , , , , , ,0,1,1,0,0,0,1,0,0,2,3,3,3,1,2,3,3,3,4,4,4,1,1,0,0,4,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,1,1,1,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,4,4,1,1,1,1, ,3, ,1,2,2,5,3,2,1,1,1,5,3,1,2,104, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,98,98,0,3,3,3,1, , , 
4920,0.0901,1,2,2,2,1,1,2,12,16,8,1,2,2,2,2,2,3,3,4,3,3,1,1,1,1,2,1,1,2,3,2,2,1,2,1, , , , , , , ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,3,2,3,3,3,1,2,2,3,2,1,0,1,0, ,3,3,3,3,3,3,1,3,1,1,1,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,2,0,1,0,0,0,3,1,1,1,1,1,1,1,1,3,2,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,2,3,1,2, ,1,2,3,7,5,3,1,2,1,2,3,1,4,102, , , , , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , ,1,2,1,0,1,1,2,1, , , 
4921,2.1122,1,2,2,2,1,1,2,22,7,8,2,2,2,3,3,3,3,4,4,4,4,1,1,2,1,2,1,2,1,2,1,1,2,1,1,0,1,0,1,0,0,0, , , , , , , ,1,1,1,1,0,0,0,0,0,2,3,3,3,1,2,3,1,2,4,2,2,2, , , ,1,1,3,2,1,1,3,1,1,1,2,3,2,1,2,3,2,2,2,2,1,2,3,1,2,3,1,2,3,1,2,1,1,3,1,1,1,1,0,0,3,1,1,1,1,1,2,2,2,3,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,2,1,2,4,4,1,1,1,2, ,3, ,1,2,2,7,2,2,2,2,1,4,5,1,3,105, , , ,30,22,72, , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,6,10,0,2,2,3,2, , , 
4923,0.2248,1,2,2,2,1,1,2,16,19,8,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,1,2,3,2,1,1,2,1,1,0,1,0,1,0,0,0, , , , , , , ,1,1,1,1,1,0,1,0,0,2,3,3,3,3,3,3,3,4,4,4,4,1,1,1,0,3,1,1,3,1,1,2,1,3,2,3,3,3,1,2,2,2,1,2,2,1,2,2,3,3,3,1,3,1,1,1,3,3,9,1,1,1,1,0,0,9,9,9,9,9,9,9,9,9,9,1,1,1,1,0,0,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2, , , , , ,2, ,3, ,1,2,9,9,6,4,5,2,1,1,1,1,4,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,6,1,4, , , 
4924,0.1714,1,2,2,2,1,1,2,10,12,8,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1, , , , , , , ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,3,2,1,3,2,2,2,3,1,1,0,0, ,2,2,2,2,1,2,2,9,2,2,2,1,1,3,1,2,1,1,2,1,1,2,1,3,3,2,2,1,2,1,1,1,2,3,0,0,1,0,0,1,2,3,2,1,3,1,1,1,2,3,0,0,1,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2,1,2,2,1,1,1,1, ,2,1,1,1,1,6,4,3,1,1,1,4,6,1,4,111, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,2,3,1,2,3,3,1, , , 
4925,2.1265,1,1,2,2,1,1,2,16,18,8,2,1,1,1,1,1,2,3,3,1,3,1,2,1,2,2,2,1,2,3,1,2,2,2,1,1,0,0,1,0,0,0, , , , , , , ,1,1,0,1,1,0,0,0,0,5,3,1,3,3,3,3,2,1,3,3,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,1,2,2,3,2,2,3,1,1,0,1,0,0,0,2,3,3,3,3,3,3,3,3,3,1,0,0,0,1,0,3,2,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,9,1, , , , , ,2, ,3, ,1,2,1,6,2,1,2,2,1,1,5,1,2,104, , , ,30,53, , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,1,2, , , 
4926,1.0887,2,1,2,2,1,2,2,29,5,8,2,2,2,3,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,0,0,1,0,0,0, , , , , , , ,0,1,0,0,0,0,0,0,0,2,3,3,2,1,3,3,3,2,3,2,3,1,0,1,0,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,3,0,1,0,0,0,2,1,2,1,1,1,3,3,1,3,3,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,2,2, , , , , ,2, ,3,1,2,1,2,5,4,3,4,2,0,1,1,1,4,100,108, ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,5,1,1, , , 
4927,2.6577,1,2,2,2,1,1,2,16,5,8,2,1,3,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,2,1,2,1,2,1,1, , , , , , , ,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,3,1,3,1,3,1,1,2, , , ,4,1,1,2,1,1,1,1,3,1,2,2,2,1,2,2,3,2,3,2,1,2,2,1,3,1,1,2,3,1,1,1,2,2,2,1,1,1,0,0,9,1,2,3,3,1,2,3,2,3,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2, , , , , ,3,2,3, ,1,2,2,5,2,1,2,1,0,1,5,1,3,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2,1,2, , , 
4928,0.2186,1,2,2,2,1,1,2,12,15,8,1,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0, , , , , , , ,1,1,1,1,1,1,1,0,0,4,1,1,3,1,3,1,1,1,2,2,2,1,1,0,0, ,1,1,2,1,1,3,1,3,1,1,2,2,2,2,3,1,2,2,2,2,3,3,1,1,1,1,2,3,2,3,1,1,3,2,1,1,0,0,0,2,1,1,1,1,1,1,1,1,3,2,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,1,1,2,3,2,4, ,1,2,2,7,3,2,3,2,1,1,1,1,3,101, , , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,4,0,2,2,4,3, , , 
4929,0.204,1,2,2,2,1,1,2,12,16,8,1,2,2,2,2,3,2,3,3,3,3,2,1,1,2,2,1,1,1,2,1,2,2,2,1,0,0,0,1,0,0,0, , , , , , , ,0,1,0,1,0,0,1,0,0,2,1,3,1,1,3,3,1,2,2,3,2,2, , , , ,1,1,3,1,3,3,1,1,2,1,3,3,1,3,3,2,1,2,2,2,3,3,1,2,1,1,2,3,1,2,1,1,3,2,1,0,0,0,0,3,1,1,1,1,1,1,1,1,3,1,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,1,2,2,2, ,4,1,1,1,2,5,3,2,4,2,1,5,1,1,2,109, , , , , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , ,1,4, ,2,2,4,3,1, , , 
4930,0.1157,1,2,2,2,1,1,2,12,16,8,1,2,2,1,2,2,2,3,3,3,3,3,1,3,1,2,1,3,2,2,1,2,1,2,1,0,0,1,0,0,0,0, , , , , , , ,0,0,0,1,1,0,0,0,0,5,1,1,1,1,2,1,1,1,3,3,1,1,0,1,0, ,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,1,1,3,3,3,1,3,3,3,3,3,3,3,3,2,2,1,5, , , , , ,3,2,2,2,2,2,2,2,2,1,4, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2, , ,1,1,2,3,2,3,1,1,1,3,7,3,2,5,1,1,5,1,1,4,106, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,1,3,4,2,4, , , 
4931,0.1863,2,1,2,2,1,2,2,3,15,8,1,2,2,3,3,2,3,4,4,3,3,1,1,2,1,1,3,2,1,3,1,1,2,2,1,0,0,0,1,0,0,0, , , , , , , ,0,1,0,1,0,1,1,0,0,6,2,3,2,1,2,1,1,2,2,2,2,2, , , , ,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,3,3,2,3,1,1,3,3,0,1,0,0,0,3,1,1,2,2,1,1,1,1,3,3,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,2,1,1,2,2, ,4, ,1,2,2,1,2,1,1,2,1,2,1,1,1,107, , , , , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , , ,1,4,10,0,2,2,3,1,2, , 
4932,0.69,1,2,9,2,1,1,9,12,12,8,1,2,2,2,2,3,3,3,3,3,3,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,0,1,0,0,0, , , , , , , ,1,0,0,1,0,1,0,0,0,4,1,3,3,1,3,1,3,2,3,1,2,2, , , , ,1,1,1,3,1,3,1,3,1,3,3,3,2,2,3,2,2,1,3,2,1,3,1,2,3,2,3,3,2,2,1,1,3,4, , , , , ,3,1,1,1,1,1,1,1,1,3,3,0,1,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,1,1,1,1,1,1, ,2, ,1,2,2,7,5,3,1,2,1,5,1,0,3,300, , , , , , , , , ,51, , ,0,0,0,0,0,0,1,1, , , , , , , , ,1,98,98,0,2,2,2,1, , , 
4933,1.0221,1,2,2,2,1,1,2,22,19,8,2,1,1,2,2,2,2,3,3,3,3,2,3,2,1,2,3,2,2,3,1,1,1,2,1,0,0,0,1,0,0,0, , , , , , , ,0,1,0,0,0,0,1,0,0,2,3,3,3,3,3,1,3,2,3,2,2,1,0,1,0,4,1,1,3,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,3,5, , , , , ,1,1,1,1,1,1,1,1,1,3,5, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,2,2,1,2,1, ,1, ,1,2,1,6,4,3,1,2,1,5,1,1,1,100, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2, ,2,0,4,4,2,1, , , 
4935,1.7213,1,2,2,2,1,1,2,29,8,8,2,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1, , , , , , , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,3,3,3,3,3,3,2,4,4,4,2, , , ,4,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,0,0,0,0,1,1,2,1,3,2,3,1,3,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2, , , , , ,3,1,3, ,2,2,1,7,6,4,4,1,0,4,1,1,3,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,1,1, , , 
4936,1.2074,1,2,2,2,1,1,2,24,1,8,2,1,3,1,1,1,1,1,1,1,1,3,3,2,2,3,3,3,3,3,1,1,2,2,1,0,0,0,0,0,1,0, , , , , , , ,0,0,1,0,0,0,0,0,0,3,1,1,1,3,1,3,1,1,1,1,1,2, , , ,4,3,3,3,3,3,3,3,3,2,1,1,1,9,1,1,1,3,1,1,1,2,1,1,1,3,2,3,3,1,1,1,1,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2, , , , , ,9,9,9, ,2,2,4,4,5,4,4,1,1,2,1,1,2,999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2,1,1, , , 
4937,0.1759,1,1,2,2,1,1,2,12,16,8,1,2,3,3,3,3,3,3,3,3,3,2,3,1,3,1,2,1,1,2,2,1,2,2,1, , , , , , , ,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,3,2,1,3,1,3,1,4,3,2,1,0,1,0, ,1,3,3,3,1,3,1,3,1,1,2,3,2,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,1,1,3,2,0,1,0,0,0,3,1,1,1,1,1,1,1,1,3,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,1,1,1,2,3,1,3,2,1,1,3,6,3,2,1,2,1,4,1,0,4,102, , , , , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , ,1,4,3,2,2,4,3,1, , , 
4938,0.9728,2,1,2,2,1,2,2,18,19,8,2,2,2,3,3,9,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1, , , , , , , ,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,6,3,3,3,3,3,3,3,1,3,2,2,2, , , ,4,1,3,3,3,3,3,1,1,2,3,3,2,2,2,2,1,3,2,2,2,1,2,2,2,3,3,3,3,2,3,1,1,3,4, , , , , ,3,1,1,1,1,1,1,1,1,3,4, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,1,1,1,1,3,1,2, ,1,2,3,4,5,4,2,2,1,3,2,1,2,112, , , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,98,98,0,1,1,4,2, , , 
4939,0.0681,1,2,2,2,1,1,2,5,16,8,1,1,1,2,2,3,3,3,3,3,2,2,3,1,1,2,1,2,2,4,1,1,2,2,1,1,1,1,1,1,0,0, , , , , , , ,0,1,1,1,1,0,1,0,0,2,1,1,2,1,3,1,3,2,2,3,4,2, , , , ,3,3,3,3,3,3,3,3,2,2,1,2,1,2,3,1,2,2,2,1,1,3,1,1,1,1,1,3,1,3,2,2,2,1,1,1,1,0,0,1,1,2,2,2,1,2,2,2,2,1,1,1,1,0,0,1,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,4,2,5,1,1,1,3,6,4,3,1,2,1,3,1,1,3,102, , ,33, , , , , , ,42, , ,0,0,1,0,0,1,0,0, , , , , , , , ,1,15,6,2,2,4,3,1, , ,1
4940,1.0699,1,2,2,2,1,1,2,29,10,8,2,2,2,2,2,3,2,4,4,4,4,1,1,1,1,1,1,1,1,3,2,1,2,2,1, , , , , , , ,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,3,1,1,1,1,3,1,2,1,1,1,1,2, , , ,5,3,3,3,3,2,3,3,3,2,3,3,3,3,2,1,3,1,3,3,3,2,3,3,1,3,2,1,3,2,3,1,1,3,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,1,0,1,0,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,2,1,1,1, ,3, ,1,2,2,7,5,3,1,1,1,5,1,1,3,100, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2, ,8,0,2,2,3,1, , , 
