CaseID,weight,WORK_1,WORK_2,WORK_3,WORK_4,EMPLOYED,FULLPART,SELFEMPLOYED,OCCUPATION_col,INDUSTRY_col,TEACHSTEM,WORKTYPE_FINAL,SCH2a,SCH2b,SCH3a,SCH3b,SCH3c,SCH3d,SCH4,SCH5a,SCH5b,SCH5c,SCH6a,SCH6b,SCH6c,SCH6d,SCH6e,SCH6f,SCH6g,SCH6h,SCH7,SCH8a,SCH8b,SCH9a,SCH9b,SCH10_flag,SCH10A_1,SCH10A_2,SCH10A_3,SCH10A_4,SCH10A_5,SCH10A_6,SCH10A_Refused,SCH10B_1,SCH10B_2,SCH10B_3,SCH10B_4,SCH10B_5,SCH10B_6,SCH10B_Refused,JOBVALU1_1,JOBVALU1_2,JOBVALU1_3,JOBVALU1_4,JOBVALU1_5,JOBVALU1_6,JOBVALU1_7,JOBVALU1_8,JOBVALU1_Refused,JOBVALU2,AHEADa,AHEADb,AHEADc,AHEADd,AHEADe,AHEADf,AHEADg,TALENT,PROVE,RESPECTA,RESPECTB,FAMSTEM1,FAMSTEM2_1,FAMSTEM2_2,FAMSTEM2_Refused,INTEREST1,STEMJOBa,STEMJOBb,STEMJOBc,STEMJOBd,STEMJOBe,STEMJOBf,STEMJOBg,STEMJOBh,DOV_FORM,REASON1a,REASON1b,REASON1c,REASON1d,REASON1e,REASON1f,REASON1g,REASON2a,REASON2b,REASON2c,REASON2d,REASON2e,REASON2f,REASON2g,TECH1,TECH2,TECH3,TECH4,TECH5,TECH6,GEND1,GEND2,GEND3,GEND4,GEND5,GEND6_a,GEND6_b,GEND6_c,GEND6_d,GEND6_Refused,ETHN1,ETHN2a,ETHN2b,ETHN2c,ETHN2d,ETHN3a,ETHN3b,ETHN3c,ETHN3d,ETHN4,ETHN5,ETHN6_a,ETHN6_b,ETHN6_c,ETHN6_d,ETHN6_Refused,GENDJOB1,ETHNJOB1,GENDDISC_a,GENDDISC_b,GENDDISC_c,GENDDISC_d,GENDDISC_e,GENDDISC_f,GENDDISC_g,GENDDISC_h,GENDDISC_i,GENDDISC_Refused,ETHNDISC_a,ETHNDISC_b,ETHNDISC_c,ETHNDISC_d,ETHNDISC_e,ETHNDISC_f,ETHNDISC_g,ETHNDISC_h,ETHNDISC_i,ETHNDISC_Refused,HARASS1,HARASS2,HARASS3,VOTECH,RELATE1,RELATE2,SCICOUR1,MATHCOUR1,FIRSTCOLL,PARTY,PARTYLN,IDEO,PUBLIC,XSPANISH,Xparent,PPCM1301_col,PPCM0166,ppagecat,ppagect4,PPETHM,PPGENDER,PPHHHEAD,HH_INCOME_col,PPMARIT,PPMSACAT,PPREG4,SCH1_OE1_col,SCH1_OE2_col,SCH1_OE3_col,SCH7_OE1_col,INTEREST2_OE,INTEREST3_OE1_col,INTEREST3_OE2_col,INTEREST3_OE3_col,ETHNJOB2_OE1_col,ETHNJOB2_OE2_col,GENDJOB2_OE1_col,GENDJOB2_OE2_col,GENDJOB2_OE3_col,DEGREE1_computer,DEGREE1_math,DEGREE1_life,DEGREE1_physical,DEGREE1_engineering,DEGREE1_health,DEGREE1_otherstem,DEGREE1_othernonstem,DEGREE2_computer,DEGREE2_math,DEGREE2_life,DEGREE2_physical,DEGREE2_engineering,DEGREE2_health,DEGREE2_otherstem,DEGREE2_othernonstem,STEM_DEGREE,SCICOUR2_t,MATHCOUR2_t,PPT017_t,PPT18OV_t,PPHHSIZE_t,EDUC4CAT,RACE_col,RECONA_col,RECONB_col,RECONC_col
2295,1.5926,1,2,2,2,1,1,2,29,5,8,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,0,1,1,1,1,0,0, , , , , , , ,1,1,1,1,1,1,1,0,0,1,1,3,1,1,2,1,1,2,4,2,2,2, , , ,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,2,1,1,3,1,1,3,1,2,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,2,1,2,2,2,1,2,2,2,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1, , ,1,1,1,3,2,4, ,1,2,2,5,3,2,2,1,1,3,1,1,1,111, , , ,98,52, , , , , , , , , , , , , , , , , , , , , , , , ,98,2,1,2,3,2,2, , , 
2296,0.3619,1,2,2,1,1,1,1,15,20,8,2,2,2,3,3,3,3,3,3,3,3,2,2,1,2,1,2,1,2,3,1,2,2,2,1,0,0,0,0,0,1,0, , , , , , , ,0,0,0,0,0,0,0,1,0, ,3,3,3,3,3,3,3,3,3,3,3,2, , , ,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,0,0,0,1,0,1,2,2,2,2,2,2,2,2,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2, , ,3,3,2,1, ,3,2,1,1,1,5,3,2,5,1,1,3,1,1,1,300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,5,2,4, , , 
2297,0.5492,1,2,2,2,1,1,2,1,17,8,2,1,2,3,3,2,3,3,4,2,1,1,3,1,2,3,1,1,3,1,1,1,2,2,1,0,0,0,0,0,1,0, , , , , , , ,0,1,1,0,0,0,1,0,0,2,1,3,3,3,3,3,1,2,4,3,3,2, , , ,1,1,1,3,3,1,3,3,3,2,1,1,2,3,1,1,3,3,2,3,3,2,1,3,3,3,2,3,3,3,2,1,3,3,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,4, , , , , ,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,4,3,1,1,1,3,1,2, ,1,2,2,5,5,4,1,2,1,4,1,1,1,100, , , ,30,24, , , , , , , ,0,1,0,0,0,0,0,1, , , , , , , , ,1,12,6,0,3,3,3,1, , , 
2298,0.3024,1,2,2,2,1,1,2,3,6,8,1,2,2,1,1,2,2,4,4,3,3,2,1,2,1,3,2,2,2,1,1,1,2,2,1,1,0,1,0,0,0,0, , , , , , , ,0,1,1,0,0,0,0,0,0,2,1,1,3,1,3,1,1,2,2,1,1,1,1,0,0, ,1,2,2,3,1,3,1,2,2,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,3,2,1,1,1,1,0,0,2,1,3,3,2,1,3,3,2,2,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,1,2,2,1,2,1,1,2,2, ,5,1,1,1,2,7,4,3,3,1,1,5,1,1,4,101, , , , , , , ,97, , , , ,1,0,0,0,0,0,0,0, , , , , , , , ,1,10,8,1,2,3,3,3,1, , 
2301,0.9593,2,1,2,2,1,2,2,29,5,8,2,2,2,1,2,1,1,2,2,2,2,2,3,1,1,2,1,2,3,1,1,1,2,1,1,0,0,0,1,0,0,0, , , , , , , ,0,1,0,0,0,0,0,0,0,2,3,3,2,1,3,1,3,1,2,1,1,1,0,1,0,4,1,1,3,3,1,3,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,2,3,1,2,3,1,2,2,2,2,3,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2, , , , , ,2, ,3, ,1,2,2,6,5,3,1,2,0,2,1,0,3,102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2,1,1, , , 
2302,0.1444,1,2,2,2,1,1,2,13,16,8,1,2,2,2,2,3,2,3,3,3,3,2,2,2,1,1,1,2,2,1,1,1,2,2,1,0,1,0,1,0,0,0, , , , , , , ,1,1,1,0,1,0,0,0,0,2,1,3,3,3,3,3,3,2,3,2,2,2, , , , ,1,1,2,3,1,3,1,1,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,3,3,2,3,3,2,1,1,3,4, , , , , ,3,1,1,1,1,1,1,1,1,3,4, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,1,1,2,3,1,2,1,1,1,3,5,3,2,1,1,1,4,1,0,3,100,101, , , , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , ,1,6,4,2,2,4,3,1, , , 
2304,1.9321,2,1,2,2,1,2,2,29,5,8,2,3,3,9,9,9,9,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,1, , , , , , , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0, ,3,3,3,3,3,3,3,4,4,4,4,2, , , ,4,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4, , , , , ,3,3,3,3,3,3,1,3,3,2,4, , , , , ,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1, , , , , ,3,2,2, ,2,2,2,1,4,3,4,1,0,3,5,1,3,999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2,1,1, , , 
2305,0.1134,1,2,2,2,1,1,2,3,5,8,1,2,2,3,4,3,3,3,3,3,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,0,0,1,0,0,0,0, , , , , , , ,1,0,0,0,0,0,0,0,0,1,3,3,2,1,3,1,2,3,2,1,1,2, , , , ,1,1,1,3,1,1,1,3,1,1,3,2,2,2,2,2,1,1,3,3,3,3,2,2,3,3,3,3,3,3,1,1,3,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,2,1,1,2,1, ,2, ,1,2,2,5,4,3,1,1,1,5,1,1,4,100, , , , , , , , , , , , ,0,0,0,0,1,0,0,0, , , , , , , , ,1,98,98,0,4,4,3,1,1, , 
2306,0.8544,1,2,2,2,1,1,2,13,16,8,1,1,2,4,2,4,3,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1, , , , , , , ,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,2,2,1,2,3,1,1,1,1,2,1,1,0,0, ,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,0,0,1,0,0,2,2,1,1,2,3,2,1,1,1,1,0,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1, , , , , ,2, ,2, ,1,2,2,2,1,1,2,1,1,2,1,1,2,112,100,102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,6,1,2, , , 
2307,0.1193,2,2,1,2,1,1,1,12,16,8,1,1,1,3,3,3,4,3,3,2,2,2,2,3,1,2,2,2,1,1,1,1,2,2,1,0,0,0,1,0,0,0, , , , , , , ,1,1,1,1,0,1,0,0,0,1,1,3,1,1,3,1,1,2, , , ,2, , , , ,1,3,2,3,3,3,3,1,2,3,2,2,2,1,3,2,2,2,2,3,1,3,2,3,3,3,3,3,3,2,1,1,1,3,0,0,0,1,0,3,1,1,1,1,1,1,1,1,1,4, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,2,4,1,2, ,1,2,4,1,4,3,1,1,1,5,1,1,1,300, , , , , , , , , , , , ,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,12,8,0,2,2,4,1, , , 
2308,0.1085,1,2,2,2,1,1,2,12,16,8,1,2,2,3,3,2,3,3,3,3,3,2,2,3,1,2,2,3,2,1,1,1,2,2,1,0,1,1,1,0,0,0, , , , , , , ,1,1,1,1,1,1,1,0,0,2,1,3,1,1,3,1,3,2,2,2,2,1,1,0,0, ,1,3,3,3,1,3,1,1,1,2,3,3,1,3,3,2,2,2,3,1,3,2,2,2,1,2,2,3,2,2,1,2,2,2,1,1,1,0,0,3,1,1,1,1,1,2,2,2,2,2,1,1,1,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,1,1,2,2, ,4, ,1,2,3,3,2,2,1,2,1,3,1,1,3,111, , , , , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , ,1,10,4,0,2,2,3,1, , , 
2310,0.0525,2,2,1,2,1,1,1,11,16,8,1,2,2,2,3,2,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0,1,0,1,0,0,0, , , , , , , ,1,1,1,0,1,0,1,0,0,2,1,3,3,1,3,1,3,1, , , ,1,1,0,0, ,1,1,2,1,3,3,3,3,2,2,2,1,2,3,2,2,1,3,2,3,2,2,1,3,3,2,3,3,2,2,1,1,3,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,1,1,1,1,2,1, ,2, ,1,2,4,1,4,3,1,1,1,2,1,1,2,101, , , , , , , , , , , , ,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,98,98,0,4,4,4,1, , , 
2311,0.1024,1,2,2,2,1,1,2,12,16,8,1,1,1,3,2,2,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0, , , , , , , ,0,1,1,1,0,1,1,0,0,6,3,3,1,1,2,3,2,1,4,1,1,1,0,1,0, ,1,3,2,3,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,0,0,3,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,1,3,2,2, ,1,2,2,6,6,4,2,1,1,3,1,1,3,100,101, , , , , , , , , , , ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,8,7,0,3,3,4,2, , , 
2312,0.5185,1,2,2,2,1,1,2,4,5,8,1,2,2,2,2,2,3,4,4,4,4,2,1,2,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,0, , , , , , , ,0,0,1,0,0,0,1,0,0,3,1,3,3,1,3,1,2,2,2,2,2,1,1,0,0, ,1,1,3,3,3,3,3,3,2,1,2,2,2,2,3,2,2,2,2,1,1,3,2,2,3,1,1,3,1,1,2,2,3,2,1,1,1,0,0,1,1,3,3,1,1,3,3,2,2,1,0,0,1,0,0,3,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,2,2,2,2,1,1,1,1,2,2, ,3, ,1,2,2,7,5,3,2,1,1,5,1,1,3,100, , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,98,98,0,2,2,4,2, ,1, 
2313,0.0566,2,1,2,2,1,2,2,12,16,8,1,2,2,2,2,2,2,4,3,3,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,1,0,0,0, , , , , , , ,1,1,0,1,0,1,1,0,0,2,3,3,3,3,3,3,3,3,4,2,3,2, , , , ,1,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,3,2,2,2,2,1,2,2,3,2,2,1,1,3,2,1,1,1,0,0,2,1,1,1,1,1,1,1,1,3,3,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,1,1,1,1,2,1, ,2, ,1,2,1,4,5,4,1,2,1,2,1,1,3,102, , , , , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , ,1,98,98,0,3,3,2,1, , , 
2314,0.5057,1,2,2,2,1,1,2,12,16,8,1,2,2,3,3,3,3,4,4,4,4,2,1,1,1,1,1,1,2,1,1,2,2,1,1,0,0,0,1,0,0,0, , , , , , , ,0,0,1,1,0,1,0,0,0,4,1,3,2,1,2,1,2,1,2,1,2,1,0,1,0, ,1,1,3,3,3,3,3,2,1,1,1,2,1,3,3,2,1,1,1,1,2,2,1,2,3,1,2,3,1,2,1,1,3,2,1,1,1,0,0,2,1,2,2,1,1,2,2,1,3,2,1,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,2,2,2,1,1,1,1,2,2, ,5, ,1,2,3,7,2,1,2,2,1,3,5,1,3,102, , , , , , , , , , , , ,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,8,5,0,1,1,4,2, , , 
2315,0.3556,2,1,2,2,1,2,2,12,16,8,1,1,2,1,1,2,1,3,3,3,3,3,3,2,1,3,3,2,3,1,2,2,1,1,1, , , , , , , ,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,4,2,3,2,3,2,3,2,3,4,2,2,1,1,0,0, ,1,1,3,1,1,1,1,1,1,3,3,3,3,1,3,1,3,1,3,3,3,2,1,2,3,3,2,3,3,2,1,1,3,1,0,0,1,0,0,2,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,1,1,1,1,2,1, ,1, ,1,2,1,5,3,2,1,2,1,5,1,1,1,102, , , , , , , , , , , , ,0,0,0,0,0,1,0,1, , , , , , , , ,1,98,98,0,2,2,2,1, , , 
2316,0.1741,1,2,2,2,1,1,2,12,16,8,1,3,3,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,2,2,1,0,0,0,1,0,0,0, , , , , , , ,0,1,1,1,0,0,0,0,0,2,3,3,3,3,3,3,3,2,2,2,2,1,0,1,0, ,1,3,3,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,2,0,1,1,0,0,3,1,1,1,1,2,1,1,1,3,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,1,2,1,1,1,2, ,4, ,1,2,2,5,4,3,1,1,1,5,6,0,3,100,101, , , , , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , ,1,98,98,0,2,2,3,1, , , 
2317,0.4976,2,1,2,2,1,2,2,29,18,8,2,2,3,2,2,2,2,3,2,3,3,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,0,0,1,0,0,0, , , , , , , ,1,0,0,0,1,0,1,0,0,7,1,3,1,3,3,3,1,2,3,3,1,2, , , ,4,1,1,2,1,3,3,1,3,1,1,2,1,1,1,3,2,1,3,1,2,1,1,2,3,3,1,3,3,1,3,1,3,2,2,0,1,0,0,0,3,1,2,2,2,1,1,2,1,3,2,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,4,4,3,2,1,2, ,3, ,1,2,4,2,5,3,1,1,1,1,5,1,1,999, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2, , ,0,1,1,2,1, , , 
2318,0.1239,1,2,2,2,1,1,2,13,16,8,1,2,2,2,2,2,2,3,3,3,3,2,2,1,1,2,1,1,2,4,1,1,2,2,1,1,1,1,1,0,0,0, , , , , , , ,0,0,0,1,0,1,1,0,0,4,3,3,3,1,3,1,2,3,3,3,3,1,0,1,0, ,1,2,3,3,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,5, , , , , ,1,1,1,1,1,1,1,1,1,3,5, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1, , ,2,2,1,1, ,2, ,1,2,3,6,5,3,1,2,1,3,1,1,3,111, , ,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,2,1, , , 
2320,0.0525,1,2,2,2,1,1,2,4,9,8,1,2,2,3,2,2,3,3,3,3,2,3,2,1,1,1,1,1,2,4,1,1,2,1,1,0,0,0,1,0,0,0, , , , , , , ,1,0,0,0,0,0,0,0,0,1,2,3,3,1,3,1,1,2,4,1,1,1,1,0,0, ,3,3,3,3,1,3,3,1,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3,4, , , , , ,1,1,2,2,3,1,1,2,1,3,5, , , , , ,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,2,1, ,2, ,1,2,1,5,2,2,5,1,1,3,1,1,2,100, , ,33, , , , , , ,99, , ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,4,0,2,2,4,4, ,2, 
2321,1.007,1,2,2,2,1,1,2,8,15,2,2,1,2,2,2,2,2,3,3,3,3,2,2,1,1,2,1,2,2,1,1,2,2,1,1,0,1,0,1,0,0,0, , , , , , , ,0,1,0,0,0,1,1,0,0,2,1,3,2,1,2,1,3,1,2,1,1,1,0,1,0,3,1,3,3,3,1,2,1,1,2,2,2,2,1,3,1,1,1,2,2,1,3,2,1,3,3,2,3,3,2,2,9,1,2,3,1,1,0,0,0,1,1,1,1,1,2,2,2,2,3,2,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,2,2, ,2, ,1,2,1,7,5,3,1,2,1,5,1,1,3,103, , , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,99,2,0,5,5,4,1, , , 
2323,0.195,1,1,2,2,1,1,2,10,10,8,2,3,3,2,2,2,2,3,4,4,4,1,2,1,1,1,2,3,1,2,2,1,2,2,1, , , , , , , ,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,2,3,2,3,3,2,1,2,3,2, , , , ,1,3,2,2,1,2,3,3,1,1,2,2,2,1,1,1,2,1,2,3,2,1,1,1,3,2,3,2,3,3,2,2,3,2,1,1,1,0,0,1,1,1,1,1,2,2,2,2,3,2,1,1,1,0,0,1,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,2,2,3,1,1,3,2,3, ,1,2,3,7,5,3,1,2,1,5,5,1,1,999, , , , , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , , ,1, ,98,0,1,1,3,1, , , 
2324,0.0844,2,2,1,2,1,1,1,3,9,8,1,2,2,4,3,4,4,4,4,2,2,1,1,1,1,2,1,1,1,4,1,1,2,2,1,1,0,1,1,1,0,0, , , , , , , ,0,1,1,0,1,0,1,0,0,3,2,1,2,1,2,1,2,2, , , ,1,0,1,0, ,1,3,3,1,3,2,3,2,1,1,3,1,2,2,3,2,1,1,1,2,3,3,1,1,3,2,2,3,2,1,1,1,2,2,1,1,1,0,0,1,1,1,1,1,2,2,2,2,3,2,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,2,1,1,1,2,3,2,2, ,1,2,4,1,6,4,1,1,1,5,1,1,4,100, , ,24, , , , , , , , , ,0,1,0,1,0,0,0,0, , , , , , , , ,1,14,12,0,2,2,3,1,1, , 
2326,1.219,1,2,2,2,1,1,2,10,8,8,2,2,1,2,2,3,2,4,4,2,1,1,1,3,3,1,3,1,2,3,1,2,2,1,1,0,1,0,1,1,0,0, , , , , , , ,1,1,1,1,1,0,1,0,0,4,1,3,1,3,3,1,3,3,2,2,3,2, , , ,4,1,3,3,1,1,2,1,1,2,2,3,3,3,1,3,3,1,2,3,3,2,2,2,3,3,3,3,3,3,1,1,1,3,4, , , , , ,1,1,1,1,1,1,1,1,1,3,4, , , , , ,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,2,1,1,2,3,1,3, ,1,2,1,7,2,2,1,1,1,5,6,1,4,113, , , , , , , , , , , , ,0,0,0,0,0,0,1,0, , , , , , , , ,1,98,2,0,2,2,3,1, , , 
2327,0.7157,1,2,2,2,1,1,2,10,10,8,2,1,2,2,9,2,3,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1, , , , , , , ,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,3,3,1,2,1,2,1,1,2,3,2, , , ,4,1,1,3,1,1,3,1,1,2,2,2,2,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,1,1,1,2,2,0,1,0,0,0,3,1,1,1,1,1,1,1,1,2,3,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,3,2,2,1,2,1, ,2,2,1,1,2,7,5,4,1,2,1,5,5,1,1,104, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2, ,3,1,1,2,3,1, , , 
2328,0.3021,1,2,2,2,1,1,2,1,12,8,2,2,2,2,2,2,2,4,4,3,2,2,1,3,1,3,2,2,2,4,1,1,1,2,1,1,1,1,1,0,0,0, , , , , , , ,0,1,1,1,1,1,1,0,0,4,1,3,1,1,3,1,1,2,3,2,2,2, , , , ,1,3,1,3,1,3,1,3,1,1,2,2,2,2,3,3,1,2,2,1,2,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,1,1,1,2,2, ,5, ,1,2,2,7,3,2,1,2,1,3,3,1,2,114, , ,21, , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,98,6,0,2,2,3,1, , , 
2329,1.8845,1,2,2,2,1,1,2,19,17,8,2,1,1,3,3,3,4,4,4,3,3,1,2,1,1,2,1,1,3,1,2,2,2,1,1, , , , , , , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,1,3,3,3,3,3,1,1,4,1,2,1,1,0,0,4,1,1,2,3,1,2,1,1,1,1,3,1,2,2,3,1,3,1,1,3,1,1,1,2,3,2,2,3,2,1,1,1,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,2,1,1,1,2,1, ,1, ,1,2,1,2,2,1,1,1,0,5,5,0,3,104, , , , , , , , , , , , ,0,0,0,0,0,0,0,1, , , , , , , , ,2,2,2,0,3,3,3,1, , , 
2331,0.9661,2,1,2,2,1,2,2,22,16,8,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,0,0,0,1,0,0,0, , , , , , , ,0,0,0,1,0,0,0,0,0,4,1,3,2,1,2,1,2,3,3,1,2,1,1,0,0,1,1,3,3,3,3,3,3,3,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,3,3,2,3,3,1,3,1,1,3,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,4,4,1,1,2,2, ,4, ,1,2,3,7,5,3,1,2,1,5,1,1,2,300, , , ,30,22, , , , , , , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,7,0,2,2,4,1, , , 
